broad_category,level1_subject,level2_subject,specific_subject,volume_index,volume_title,source,paragraph_id,primary_subject,annotation_supported,original_subject,text
神怪妖魅,魅,魅,魅,23,卷十·物异,卷十·物异-23,V23-P023,镜石,no,魅,镜石，济南郡有方山，相传有奂生得仙于此。山南有明镜崖，石方三丈，魑魅行伏，了了然在镜中。南燕时，镜上遂使漆焉。俗言山神恶其照物，故漆之。
神怪妖魅,魅,魅,魅,24,卷十一·广知,卷十一·广知-30,V24-P030,李洪山人,no,魅,李洪山人，善符，博知，常谓成式：「瓷瓦器璺者可以弃，昔遇道，言雷蛊及鬼魅多遁其中。」
神怪妖魅,魅,魅,魅,27,卷十四·诺皋记上,卷十四·诺皋记上-27,V27-P027,大定,no,魅,大定初，有士人随新罗使，风吹至一处，人皆长须，语与唐言通，号长须国。人物茂盛，栋宇衣冠，稍异中国，地曰扶桑洲。其署官品，有正长、戢波、目役，岛逻等号。士人历谒数处，其国皆敬之。忽一日，有车马数十，言大王召客。行两日方至三大城，甲士守门焉。使者导士人入伏谒，殿宇高敞，仪卫如王者。见士人拜伏，小起，乃拜士人为司风长，兼附马。其主甚美，有须数十根。士人威势ピ赫，富有珠玉，然每归见其妻则不悦。其王多月满夜则大会，后遇会，士人见姬嫔悉有须，因赋诗曰：「花无蕊不妍，女无须亦丑。丈人试遣总无，未必不如总有。」王大笑曰：「驸马竟未能忘情于小女颐颔间乎？」经十馀年，士人有一儿二女。忽一日，其君臣忧感，士人怪问之，王泣曰：「吾国有难，祸在旦夕，非驸马不能救。」士人惊曰：「茍难可弭，性命不敢辞也。」王乃令具舟，命两使随士人，谓曰：「烦驸马一谒海龙王，但言东海第三汊第十岛长须国有难求救。我国绝微，须再三言之。」因涕泣执手而别。士人登舟，瞬息至岸。岸沙悉七宝，人皆衣冠长大。士人乃前，求谒龙王。龙宫状如佛寺所图天宫，光明迭激，目不能视。龙王降阶迎士人，齐级升殿。访其来意，士人具说，龙王即令速勘。良久，一人自外白曰：「境内并无此国。」其人复哀祈，言长须国在东海第三汊第七岛。龙王复叱使者：「细寻勘速报。」经食顷，使者返，曰：「此岛虾合供大王此月食料，前日已追到。」龙王笑曰：「客固为虾所魅耳。吾虽为王，所食皆禀天符，不得妄食。今为客减食。」乃令引客视之，见铁锅数十如屋，满中是虾。有五六头色赤，大如臂，见客跳跃，似求救状。引者曰：「此虾王也。」士人不觉悲泣，龙王命放虾王一锅，令二使送客归中国。一夕，至登州。回顾二使，乃巨龙也。
神怪妖魅,魅,魅,魅,27,卷十四·诺皋记上,卷十四·诺皋记上-36,V27-P036,郑相,no,魅,郑相在梁州，有龙兴寺僧智圆，善总持敕勒之术，制邪理痛多著效，日有数十人候门。智圆腊高稍倦，郑公颇敬之。因求住城东隙地，郑公为起草屋种植，有沙弥、行者各一人。居之数年，暇日，智圆向阳科脚甲，有妇人布衣，甚端丽，至阶作礼。智圆遽整衣，怪问：「弟子何由至此？」妇人因泣曰：「妾不幸夫亡而子幼小，老母危病。知和尚神咒助力，乞加救护。」智圆曰：「贫道本厌城隍喧啾，兼烦于招谢，弟子母病，可就此为加持也。」妇人复再三泣请，且言母病剧，不可举扶，智圆亦哀而许之。乃言从此向北二十馀里一村，村侧近有鲁家庄，但访韦十娘所居也。智圆诘朝如言行二十馀里，历访悉无而返。来日妇人复至，僧责曰：「贫道昨日远赴约，何差谬如此？」妇人言：「只去和尚所止处二三里耳。和尚慈悲，必为再往。」僧怒曰：「老僧衰暮，今誓不出。」妇人乃声高曰：「慈悲何在耶？今事须去。」因上阶牵僧臂。惊迫，亦疑其非人，恍惚间以刀子刺之，妇人遂倒，乃沙弥误中刀，流血死矣。僧忙然，遽与行者瘗之于饭瓮下。沙弥本村人，家去兰若十七八里。其日，其家悉在田，有人皂衣揭幞，乞浆于田中。村人访其所由，乃言居近智圆和尚兰若。沙弥之父欣然访其子耗，其人请问，具言其事，盖魅所为也。沙弥父母尽皆号哭诣僧，僧犹绐焉。其父乃锹索而获，即诉于官。郑公大骇，俾求盗吏细按，意其必冤也。僧具陈状：「贫道宿债，有死而已。」按者亦以死论。僧求假七日，令持念为将来资粮，郑公哀而许之。僧沐浴设坛，急印契缚暴考其魅。凡三夕，妇人见于坛上，言：「我类不少，所求食处辄为和尚破除。沙弥且在，能为誓不持念，必相还也。」智圆恳为设誓，妇人喜曰：「沙弥在城南某村几里古丘中。」僧言于官，吏用其言寻之，沙弥果在，神已痴矣。发沙弥棺，中乃苕帚也。僧始得雪，自是绝珠贯，不复道一梵字。
神怪妖魅,魅,魅,魅,28,卷十五·诺皋记下,卷十五·诺皋记下-13,V28-P013,山萧,no,魅,山萧，一名山臊，《神异经》作犬参（一曰操），《永嘉郡记》作山魅，一名山骆，一名蛟（一曰），一名濯肉，一名热肉，一名晖，一名飞龙。如鸠，青色，亦曰治乌。巢大如五斗器，饰以土垩，赤白相见，状如射侯。犯者能役虎害人，烧人庐舍，俗言山魈。
神怪妖魅,魅,魅,魅,28,卷十五·诺皋记下,卷十五·诺皋记下-20,V28-P020,太和末,no,魅,太和末，荆南松滋县南，有士人寄居亲故庄中肄业。初至之夕，二更后，方张灯临案，忽有小人才半寸，葛巾杖策，入门谓士人曰：「乍到无主人，当寂寞。」其声大如苍蝇。士人素有胆气，初若不见。乃登床，责曰：「遽不存主客礼乎？」复升案窥书，诟骂不已，因覆砚于书上。士人不耐，以笔击之堕地，叫数声，出门而灭。顷有妇人四五，或姥或少，皆长一寸，呼曰：「真官以君独学，故令郎君言展，且论精奥，何痴顽狂率，辄致损害？今可见真官。」其来索续如蚁，状如驺卒，扑缘士人。士人然若梦，因啮四支痛苦甚。复曰：「汝不去，将损汝眼。」四五头遂上其面。士人惊惧，随出门。至堂东，遥望见一门，绝小，如节使之门。士人乃叫：「何物怪魅，敢凌人如此！」复被觜，且众啮之。恍惚间已入小门内，见一人峨冠当殿，阶下侍卫千数，悉长寸馀，叱士人曰：「吾怜汝独处，俾小儿往，何苦致害，罪当腰斩。」乃见数十人，悉持刀攘背迫之。士人大惧，谢曰：「某愚，肉眼不识真宫，乞赐馀生。」久乃曰且解知悔，叱令曳出，不觉已在小门外。及归书堂，已五更矣，残灯犹在。及明，寻其踪迹，东壁古墙下有小穴如栗，守宫出入焉。士人即率数夫发之，深数丈，有守宫十馀石，大者色赤，长尺许，盖其王也。壤土如楼状，士人聚苏焚之。后亦无他。
神怪妖魅,魅,魅,魅,28,卷十五·诺皋记下,卷十五·诺皋记下-22,V28-P022,陵州龙兴寺僧惠恪,no,魅,陵州龙兴寺僧惠恪，不拘戒律，力举石臼。好客，往来多依之。常夜会寺僧十馀，设煎饼。二更，有巨手被毛如胡鹿，大言曰：「乞一煎饼。」众僧惊散，惟惠恪掇煎饼数枚，置其掌中。魅因合拳，僧遂极力急握之。魅哀祈，声甚切，惠恪呼家人斫之。及断，乃鸟一羽也。明日，随其血踪出寺，西南入溪，至一岩罅而灭。惠恪率人发掘，乃一坑{石}石。
神怪妖魅,魅,魅,魅,28,卷十五·诺皋记下,卷十五·诺皋记下-7,V28-P007,刘积中,no,魅,刘积中，常于京近县庄居。妻病重。于一夕刘未眠，忽有妇人白首，长才三尺，自灯影中出，谓刘曰：「夫人病，唯我能理，何不祈我。」刘素刚，咄之，姥徐戟手曰：「勿悔！勿悔！」遂灭。妻因暴心痛，殆将卒，刘不得已祝之。言已复出，刘揖之坐，乃索茶一瓯，向口如咒状，顾命灌夫人。茶才入口，痛愈。后时时辄出，家人亦不之惧。经年，复谓刘曰：「我有女子及笄，烦主人求一佳婿。」刘笑曰：「人鬼路殊，固难遂所托。」姥曰：「非求人也，但为刻桐木为形，稍上者则为佳矣。」刘许诺，因为具之。经宿，木人失矣。又谓刘曰：「兼烦主人作铺公、铺母，若可，某夕我自具车轮奉迎。」刘心计无奈何，亦许。至一日过酉，有仆马车乘至门，姥亦至，曰：「主人可往。」刘与妻各登其车马，天黑至一处，朱门崇墉，笼烛列迎。宾客供帐之盛，如王公家。引刘至一厅，朱紫数十，有与相识者，有已殁者，各相视无言。妻至一堂，蜡炬如臂，锦翠争焕，亦有妇人数十，存殁相识各半，但相视而已。及五更，刘与妻恍惚间却还至家，如醉醒，十不记其一二矣。经数月，姥复来，拜谢曰：「小女成长，今复托主人。」刘不耐，以枕抵之，曰：「老魅敢如此扰人。」姥随枕而灭。妻遂疾发，刘与男女酹地祷之，不复出矣。妻竟以心痛卒。刘妹复病心痛，刘欲徙居，一切物胶著其处，轻若履屣亦不可举。迎道流上章，梵僧持咒，悉不禁。刘尝暇日读药方，其婢小碧自外来，垂手缓步，大言：「刘四颇忆平昔无？」既而嘶咽曰：「省近从泰山回，路逢飞天野叉携贤妹心肝，我亦夺得。」因举袖，袖中蠕蠕有物，左顾似有所命曰：「可为安置。」又觉袖中风生，冲帘幌，入堂中。乃上堂对刘坐，问存殁，叙平生事。刘与杜省躬同年及第，有分，其婢举止笑语无不肖也。顷曰：「我有事，不可久留。」执刘手呜咽，刘亦悲不自胜。婢忽然而倒，及觉，一无所记。其妹亦自此无恙。
神怪妖魅,魅,魅,魅,29,卷十六·广动植之一,卷十六·广动植之一-12,V29-P012,贞元三年,no,魅,贞元三年，中书省梧桐树上有鹊，以泥为巢。焚其巢，可禳狐魅。
神怪妖魅,龙,龙,龙,1,卷一·忠志,卷一·忠志-1,V01-P001,高祖,no,龙,钦定四库全书|酉阳杂俎卷一唐段成式撰|忠志|高祖少神勇。隋末，尝以十二人破草贼号无端儿数万。又龙门战，尽一房箭，中八十人。
神怪妖魅,龙,龙,龙,1,卷一·忠志,卷一·忠志-14,V01-P014,睿宗,no,龙,睿宗尝阅内库，见一鞭，金色，长四尺，数节有虫啮处，状如盘龙，靶上悬牙牌，题象耳皮，或言隋宫库旧物也。上为冀王时，寝斋壁上蜗迹成「天」字，上惧，遽扫之。经数日如初。及即位，雕玉铸黄金为蜗形，分置于释道像前。
神怪妖魅,龙,龙,龙,1,卷一·忠志,卷一·忠志-16,V01-P016,未判定,no,龙,天宝末，交趾贡龙脑，如蝉蚕形。波斯言老龙脑树节方有，禁中呼为瑞龙脑。上唯赐贵妃十枚，香气彻十馀步。上夏日尝与亲王棋，令贺怀智独弹琵琶，贵妃立于局前观之。上数子将输，贵妃放康国猧子于坐侧，猧子乃上局，局子乱，上大悦。时风吹贵妃领巾于贺怀智巾上，良久，回身方落。贺怀智归，觉满身香气非常，乃卸幞头贮于锦囊中。及二皇复宫阙，追思贵妃不已，怀智乃进所贮幞头，具奏它日事。上皇发囊，泣曰：「此瑞龙脑香也。」
神怪妖魅,龙,龙,龙,1,卷一·忠志,卷一·忠志-17,V01-P017,安禄山恩宠莫比,no,龙,安禄山恩宠莫比，锡赍无数。其所赐品目有：桑落酒、阔尾羊窟利、马酪、音声人两部、野猪鲜、鲫鱼并手刀子、清酒、大锦、苏造真符宝舆、馀甘煎、辽泽野鸡、五术汤、金石凌汤一剂及药童昔贤子就宅煎、蒸梨、金平脱犀头匙箸、金银平脱隔馄饨盘、金花狮子瓶、平脱著足叠子、熟线绫接靴、金大脑盘、银平脱破觚、八角花乌屏风、银凿镂铁锁、帖白{{一曰花}}檀香床、绿白平细背席、绣鹅毛毡兼令瑶令光就宅张设、金鸾紫罗绯罗立马宝、鸡袍、龙须夹帖、八斗金渡银酒瓮银瓶平脱掏魁织锦筐、银笊篱、银平脱食台盘、油画食藏，又贵妃赐禄山金平脱装具玉合、金平脱铁面碗。
神怪妖魅,龙,龙,龙,1,卷一·忠志,卷一·忠志-8,V01-P008,中宗景龙中,no,龙,中宗景龙中，召学士赐猎，作吐陪行，前方后圆也。有二人雕，上仰望之。有放挫啼曰：「臣能取之。」乃悬死鼠于鸢足，联其目，放而钓焉。二雕果击于鸢盘。狡兔起前，上举挝击毙之。帝称那庚，从臣皆呼万岁。
神怪妖魅,龙,龙,龙,2,卷一·礼异,卷一·礼异-12,V02-P012,北朝妇人,no,龙,北朝妇人，常以冬至日进履韈及鞾；正月进箕帚、长生花，立春进春书，以青缯为革戠，刻龙像衔之，或为虾蟆；五月进五时图、五时花，施帐之上。是日又进长命缕、宛转绳，皆结为人像带之；夏至日进扇及粉脂囊，皆有辞。
神怪妖魅,龙,龙,龙,2,卷一·礼异,卷一·礼异-3,V02-P003,凡节,no,龙,凡节，守国用玉节，守都鄙用角节，使山邦用虎节，土邦用人节，泽邦用龙节，门关用符节，货贿用玺节，道路用旌节。古者安平用璧，与事用圭，成功用璋，边戎用珩，战斗用璩，城围用环，灾乱用隽，大旱用龙，龙节也，大丧用琮。
神怪妖魅,龙,龙,龙,4,卷二·玉格,卷二·玉格-12,V04-P012,仙药,no,龙,仙药：钟山白胶、阆风石脑、黑河蔡瑚、太微紫麻、太极井泉、夜津日草、青津碧荻、圆丘紫柰、白水灵蛤、八天赤薤、高丘馀粮、沧浪青钱、三十六芝、龙胎醴、九鼎鱼、火枣交梨、凤林鸣醅、中央紫蜜、崩岳电柳、玄郭绮葱、夜牛伏骨、神吾黄藻、炎山夜日、玄霜绛雪、环刚树子、赤树白子、徊水玉精、白琅霜、紫酱、（一曰浆）月醴、虹丹、鸿丹。
神怪妖魅,龙,龙,龙,4,卷二·玉格,卷二·玉格-13,V04-P013,药草异号,no,龙,药草异号：丹山魂——雄黄、青要女——空青、灵华水几腴——薰陆香、北帝玄珠——消石、东华童子——青木香、五精金——阳起石、流丹白膏——胡粉、亭灵独生——鸡舌香、倒行神骨——戎盐、白虎脱齿——金牙石、灵黄——石硫黄、陆虎遗生——龙骨、章阳羽玄——白附子、绿伏石、母慈石、绛晨伏胎——茯苓、伏龙李——苏牙树、七白灵、蔬——薤白华，一名守宅，一名家芝。凡二十四名。
神怪妖魅,龙,龙,龙,4,卷二·玉格,卷二·玉格-15,V04-P015,雌一玉捡、四规明镜、五柱,no,龙,雌一玉捡、四规明镜、五柱中经、飞龟帙、飞黄子经、鹿卢乔经、含景图、卧引图、园芝图、木芝图、大隗新芝图、牵牛经、玉案记、玉珍记、腊成记、丹台经（一曰记）、日月厨食经、金楼经、三十六水经、中黄丈人经、协龙子鹿台经、玉胎经、官氏经、凤纲经、六阴玉女经、白虎七变经、九仙经、十上化经、滕中有首摄提经、三纲六纪经、白子变化经、隐首经、入军经、泉枢经、赤甲经、金刚八叠录（一曰经）。
神怪妖魅,龙,龙,龙,4,卷二·玉格,卷二·玉格-16,V04-P016,老君母,no,龙,老君母曰玄妙玉女。天降玄黄，气如弹丸，入口而孕。凝神琼胎宫三千七百年，赤明开运，岁在甲子，诞于扶刀。盖天西那王国，郁寥山丹玄之阿。又曰老君有胎八十一年，剖左掖而生，生而白首。又曰青帝劫末，元气改运，托形于洪氏之胞。又曰李母本元君也，日精入口，吞而有孕。三色气绕身，五行兽卫形，如此七十二年，而生陈国苦县赖乡涡水之阳、九井西李下。具三十六号，七十二名。又有九名，又千二百。老君又曰九大上皇洞真第一君、大千法王、九灵老子、太上真人、天老玄中法师、上清太极真人、上景君等号。形长九尺，或曰二丈九尺。耳三门，又耳附连环，又耳无轮郭。眉如北斗，色绿，中有紫毛，长五寸。目方瞳，绿筋贯之，有紫光。鼻双柱，口方，齿数六八。颐若方丘，颊如横垄，龙颜金容。额三理，腹三志，顶三约把，十蹈五身，绿毛白血，顶有紫气。
神怪妖魅,龙,龙,龙,4,卷二·玉格,卷二·玉格-18,V04-P018,又曰白日尸解,no,龙,又曰白日尸解自是仙，非尸解也。鹿皮公吞玉华而流虫出尸，王西城漱龙胎而死诀，饮琼精而扣棺。仇季子咽金液而臭彻百里，季主服霜散以潜升，而头足异处。黑狄咽虹丹而投水，宁生服石脑而赴火，柏成纳气而胃肠三腐。
神怪妖魅,龙,龙,龙,4,卷二·玉格,卷二·玉格-19,V04-P019,句曲山五芝,no,龙,句曲山五芝，求之者投金环二双于石间，勿顾念，必得矣。第一芝名龙仙，食之为太极仙。第二芝名参成，食之为太极太夫。第三芝名燕胎，食之为正一郎中。第四芝名夜光洞鼻，食之为太清左御史。第五芝名料玉，食之为三官真御史。
神怪妖魅,龙,龙,龙,4,卷二·玉格,卷二·玉格-28,V04-P028,孙思邈,no,龙,孙思邈尝隐终南山，与宣律和尚相接，每来往互参宗旨。时大旱，西域僧请于昆明池结坛祈雨，诏有司备香灯，凡七日，缩水数尺。忽有老人夜诣宣律和尚求救，曰：「弟子昆明池龙也。无雨久，匪由弟子。胡僧利弟子脑，将为药，欺天子言祈雨。命在旦夕，乞和尚法力加护。」宣公辞曰：「贫道持律而已，可求孙先生。」老人因至思邈石室求救。孙谓曰：「我知昆明龙宫有仙方三千首，尔传与予，予将救汝。」老人曰：「此方上帝不许妄传，今急矣，固无所吝。」有顷，捧方而至。孙曰：「尔第还，无虑胡僧也。」自是池水忽涨，数日溢岸，胡僧羞恚而死。孙复著《千金方》三千卷，每卷入一方，人不得晓。及卒后，时有人见之。
神怪妖魅,龙,龙,龙,6,卷三·贝编,卷三·贝编-11,V06-P011,畜生有三十四（一,no,龙,畜生有三十四（一曰六）亿种。龙住阎浮提者，五十七亿。龙于瞿陀尼不降浊水，西洲人食浊水则夭。单越人恶冷风，龙不发冷。弗婆提洲不作雷声，不起雷光，东洲恶也。其雷声，兜率天作歌呗音，阎浮提作海潮音。其雨，兜率天上雨摩尼，护世城雨美膳，海中注雨不绝如连轮，阿修罗中雨兵仗，阎浮提中雨清净水。地狱一百三十六。三角生死善无记也。团生死诸天也。
神怪妖魅,龙,龙,龙,6,卷三·贝编,卷三·贝编-15,V06-P015,ㄡ热地狱,no,龙,ㄡ热地狱，十二炎处，火生十方及饥渴火也。针风生龙口中，弥泥鱼。锅量五十由旬，沸沫高半由旬。吹下三十六亿由旬，块乌处地盆虫，置之鼓牛鼓出恶声。千头龙。阿鼻十六别剧，衣裳健破浣而速垢，将生阿鼻之相。死时见身如八岁儿，面在下。空中风吹三千年受苦，胜如阿迦尼吒天乐。狱中臭气能坏欲界六天，有出没之二山遮之。乌口处，黑肚处，一角二角处。
神怪妖魅,龙,龙,龙,6,卷三·贝编,卷三·贝编-18,V06-P018,龙王身光,no,龙,龙王身光曰忧流迦，此言天狗。
神怪妖魅,龙,龙,龙,6,卷三·贝编,卷三·贝编-39,V06-P039,梵僧不空,no,龙,梵僧不空，得总持门，能役百神。玄宗敬之。岁常旱，上令祈雨，不空言：「可。过某日令祈之，必暴雨。」上乃令金刚三藏设坛请雨，连日暴雨不止，坊市有漂溺者。遽召不空，令止之。不空遂于寺庭中捏泥龙五六，当溜水，作胡言骂之。良久，复置之，乃大笑。有顷，雨霁。
神怪妖魅,龙,龙,龙,6,卷三·贝编,卷三·贝编-40,V06-P040,玄宗又,no,龙,玄宗又尝召术士罗公远与不空同祈雨，互手交功力。上俱召问之，不空曰：「臣昨焚白檀香龙。」上令左右掬庭水嗅之，果有檀香气。又与罗公远同在便殿，罗时反手搔背，不空曰：「借尊师如意。」殿上花石莹滑，遂激（一曰击）至其前，罗再三取之不得。上欲取之，不空曰：「三郎勿起，此影耳。」因举手示罗如意。
神怪妖魅,龙,龙,龙,6,卷三·贝编,卷三·贝编-42,V06-P042,僧一行穷数,no,龙,僧一行穷数，有异术。开元中，尝旱，玄宗令祈雨。一行言：「当得一器，上有龙状者，方可致雨。」上令于内库中遍视之，皆言不类。数日后，指一古镜，鼻盘龙，喜曰：「此有真龙矣。」乃持入道场，一夕而雨。
神怪妖魅,龙,龙,龙,6,卷三·贝编,卷三·贝编-8,V06-P008,色界天下石,no,龙,色界天下石，经十万八千三百八十三年方至地。阎浮提人生三肘半至四肘，骨四（一曰五）十五，脉十三，身虫有毛灯真血。禅都摩虫流行血中。善色虫处粪中，令人安乐。起根虫饱则喜。欢喜□虫能见众梦，又有广痪等。赊婆罗人穿唇。驼面目有诸人，二足。师子有翼，女人狗面。有林名吱多迦，罗刹所住。旬目问行百千由旬，洲有赤地黑玉铜康白等。郁单越鸡多迦等天河七十。自在无畏四天王否如鸭音林、麒麟陀树、迦吱多那等。二十五鹿名。有山多牛头旃檀，天人与阿修罗斗，伤者于此涂香。提罗迦树花，见日光即开。拘尼陀树花，见月光即开。无忧树，女人触之，花方开。尸利沙树，足蹈即长。又白龙、活鹅、旋鼻境界等花。瞿陀尼女人主乳，有十亿聚落，一万二城大国。多伽多支五大河，月力等弗婆提。三大林峪{髟}等。三（一作王）大城，大者三亿五十万三千五百五十六聚落。南洲耳发庄严，北洲眼庄严，西洲顶腹庄严，东洲肩┩庄严。生赡部者，见白ふ。生郁林越，见赤ふ，见母如鹅。生瞿陀夷，生黄屋，见母如牛。生弗婆提，见青ふ，见母如马。阿修罗以鬼摄魔及鬼有神通者，二畜摄在海地下八万四千有由旬。酒树。又有树，群蜂流蜜，其色如金。婆罗婆树，其实如瓮。
神怪妖魅,龙,龙,龙,7,卷四·境异,卷四·境异-25,V07-P025,鄯鄯之东,no,龙,鄯鄯之东，龙城之西南，地广十里，皆为盐田。行人所经，牛马皆布毡卧焉。
神怪妖魅,龙,龙,龙,12,卷五·怪术,卷五·怪术-16,V12-P016,云安井,no,龙,云安井，自大江沂别派，凡三十里。近井十五里，澄清如镜，舟楫无虞。近江十五里，皆滩石险恶，难于沿溯。天师翟乾，念商旅之劳，于汉城山上结坛考召，追命群龙。凡一十四处，皆化为老人应召而止。乾谕以滩波之险，害物劳人，使皆平之。一夕之间，风雷震击，一十四里尽为平潭矣。惟一滩仍旧，龙亦不至。乾复严敕神吏追之。又三日，有一女子至焉。因责其不伏应召之意，女子曰：「某所以不来者，欲助天师广济物之功耳。且富商大贾，力皆有馀，而佣力负运者，力皆不足。云安之贫民，自江口负财货至近井潭，以给衣食者众矣。今若轻舟利涉，平江无虞，即邑之贫民无佣负之所，绝衣食之路，所困者多矣。余宁险滩波以赡佣负，不可利舟楫以安富商。所以不至者，理在此也。」乾善其言，因使诸龙皆复其故，风雷顷刻而长滩如旧。天宝中，诏赴上京，恩遇隆厚。岁馀，还故山，寻得道而去。
神怪妖魅,龙,龙,龙,14,卷六·器奇,卷六·器奇-1,V14-P001,开元中,no,龙,开元中，河西骑将宋青春，骁果暴戾，为众所忌。及西戎岁犯边，青春每阵常运臂大呼，执馘而旋，未尝中锋镝。西戎惮之，一军始赖焉。后吐蕃大地获生口数千，军帅令译问衣大虫皮者：「尔何不能害青春？」答曰：「尝见青龙突阵而来，兵刃所及，若叩铜铁，我为神助将军也。」青春乃知钩之有灵。青春死后，钩为瓜州刺史李广琛所得，或风雨后，迸光出室，环烛方丈。哥舒镇西知之，求易以它宝，广琛不与，因赠诗：「刻舟寻化去，弹铗未酬恩。」
神怪妖魅,龙,龙,龙,16,卷七·酒食,卷七·酒食-10,V16-P010,猩唇、炙、翠、ㄐ腴、糜腱,no,龙,猩唇、炙、翠、ㄐ腴、糜腱、述荡之、旄象之约、桂蝥、石鳆、河隈之稣、巩洛之鳟、洞庭之鲋、灌水之鲤（一云鳐）、珠翠之珍、菜黄之鲐、鳖、炮羔、隽凫、臛、御宿青祭（一云粲）、瓜州红菱、冀野之梁、芳菰、精稗、会稽之菰、不周之稻、玄山之禾、杨山之祭、南海之、寿木之华、玄木之叶、梦泽之芹、具区之菁、杨朴之姜、招摇之桂、越酪之菌、长泽之卵、三危之露、昆仑之井、黄颔臛、醒酒鲭、食弟糊食长食皇、Х妆、寒具、小蛳、熟蚬、炙咨、目子、蟹夜、葫精、细乌贼、细飘（一曰「鱼鳔」）、梨今、鲎酱、乾栗、曲阿酒、麻酒、搌酒、新鳅子、石耳、蒲叶菘、西卑、青根粟、菰首、留子勾、熊蒸、麻胡麦、藏荔支、绿施笋、紫鸟、千里蕙、曰万丈、［B150］足、红糸卒精细曰万、凿百炼、蝇首如互、张掖九蒸豉、一丈三节蔗、一岁一花梨、行米、丈松、{穴羔}鳅、蚶酱、苏膏、糖颓进子、新乌则、缥胶法、乐浪酒法、二月二日法酒、酱酿法、绿酃法、猪骸羹、白羹、麻羹、鸽臛、隔冒法、肚铜法、大犬百炙、蜀捣炙、路时腊、棋腊、ㄑ天腊、细面法、飞面法、薄演法、龙上牢丸、汤中牢丸、樱桃ボ蝎饼、阿韩特饼、凡当饼、兜猪肉、悬熟、杏炙、蛙炙、脂血、大扁食易、马鞍食易、黄丑、白丑、白龙舍、黄龙舍、荆食易、竿炙、羌煮（一曰炙）、疏饼、锑糊饼。饼谓之托，或谓之食长馄。饴谓之食彦（一曰食隹）、饱食宛谓之食者（一曰食）、{非食}食乍食古（「食古」本二字，皆从鱼），茹叽食也。膜（一曰食）、奚、雨、胀、番，肉也。、弱，膜也。隽、贲、一日馈。员，臛也。格、糈、孚、┅，ø也。食（一曰食华）、食齐、宰、食寮、食元，饵也。参、佥、司、乐，醅也。酪、、醇，浆也。、、、，盐也。［A17N］、、俞、最；{西}，酱也。
神怪妖魅,龙,龙,龙,18,卷八·黥,卷八·黥-18,V18-P018,越人习水,no,龙,越人习水，必镂身以避蛇龙之患。今南中绣面犬老子，盖雕题之遗俗也。
神怪妖魅,龙,龙,龙,22,卷九·盗侠,卷九·盗侠-7,V22-P007,相传黎,no,龙,相传黎为京兆尹，时曲江淦龙祈雨，观者数千。黎至，独有老人植杖不避。怒，杖背二十，如击鞔革，掉臂而去。黎疑其非常人，命老坊卒寻之。至兰陵里之内，入小门，大言曰：「我今日困辱甚，可具汤也。」坊卒遽返白黎，黎大惧，因弊衣怀公服，与坊卒至其处。时已昏黑，坊卒直入，通黎之官阀。黎唯趋而入，拜伏曰：「向迷丈人物色，罪当十死。」老人惊起，曰：「谁引君来此？」即牵上阶。黎知可以理夺，徐曰：「某为京兆尹，威稍损则失官政。丈人埋形杂迹，非证彗眼不能知也。若以此罪人，是钓人以贼，非义士之心也。」老人笑曰：「老夫之过。」乃具酒设席于地，招访卒令坐。夜深，语及养生之术，言约理辩。黎转敬惧，因曰：「老夫有一伎，请为尹设。」遂入。良久，紫衣朱{髟莫}，拥剑长短七口，舞于庭中，迭跃挥霍，换光电激，或横若裂盘，旋若规尺。有短剑二尺馀，时时及黎之衽。黎叩头股心栗。食顷，掷剑植地如北斗状，顾黎曰：「向试黎君胆气。」黎拜曰：「今日已后性命丈人所赐，乞役左右。」老人曰：「君骨相无道气，非可遽教，别日更相顾也。」揖黎而入。黎归，气色如病，临镜方觉须剃落寸馀。翌日复往，室已空矣。
神怪妖魅,龙,龙,龙,23,卷十·物异,卷十·物异-16,V23-P016,泉,no,龙,泉，元街县有泉，泉眼中水交旋如盘龙。或试挠破之，寻手成龙状。驴马饮之，皆惊走。
神怪妖魅,龙,龙,龙,23,卷十·物异,卷十·物异-19,V23-P019,玉龙,no,龙,玉龙，梁大同八年，戍主杨光欣获玉龙一枚，长一尺二寸，高五寸，雕镂精妙，不似人作。腹中容斗馀，颈亦空曲。置水中，令水满，倒之，水从口出，水声如琴瑟。水尽乃止。
神怪妖魅,龙,龙,龙,23,卷十·物异,卷十·物异-47,V23-P047,玄金,no,龙,玄金，唐太宗时，汾州言青龙白虎吐物在空中，有光如火，坠地陷入二尺。掘之，得玄金，广尺馀，高七寸。
神怪妖魅,龙,龙,龙,23,卷十·物异,卷十·物异-54,V23-P054,旃檀鼓,no,龙,旃檀鼓，于阗城东南有大河，溉一国之田。忽然绝流，其国王问罗洪僧，言龙所为也。王乃祠龙，水中有一女子，凌波而来，拜曰：「妾夫死，愿得大臣为夫，水当复旧。」有大臣请行，举国送之。其臣车驾白马，入水不溺。中河而后，白马浮出，负一旃檀鼓及书一函。发书，言大鼓悬城东南，寇至鼓当自鸣。后寇至，鼓辄自鸣。
